B1_DESC,B1_DESC_2,Equivalencia,Cantidad,Cantidad Comprobantes,Cant Clientes,80/20,Meses Vendidos,Peso,Ancho,Largo,Alto,Clasificacion CD
ROD3616SKF,VKC 3616,22080,3,3,2,0.000002348319439509588,3,0.365,64,95,97,CD2
ROD3559SKF,VKC 3559,22090,4,4,4,0.00000802626256492934,4,0.41,64,95,97,CD2
ROD3581SKF,VKC 3581,22150,27,28,21,0.00005967087340515329,20,0.2922,52,82,82,BC1
ROD3564SKF,VKC 3564,22160,3,3,3,0.000003026267238634064,3,0.233,64,95,97,CD2
ROD3577SKF,VKC 3577,22170,10,10,9,0.000012670778343041971,10,0.285,64,95,97,CD1
ROD3654SKF,VKC 3654,22180,16,18,10,0.00003510490846055877,13,0.27,64,95,97,CC1
ROD3515SKF,VKC 3515,22190,10,10,10,0.00000888386131851171,9,0.271,64,95,97,CD1
ROD3666SKF,VKC 3666,22210,3,3,3,0.000005245321387895417,3,0.148,64,95,97,CD9
ROD3507SKF,VKC 3507,22250,15,17,11,0.000019022151932174292,13,0.356,64,95,97,CD1
ROD3552SKF4,VKC 3552,22260,1,1,1,0.0000042417779517747175,1,0.404,47,82,83,OO9
ROD2091SKF,VKC 2091 H,22300,810,351,121,0.00032690844416439065,36,0.25,25,89,89,AB1
ROD2098SKF,VKC 2098,22500,1,1,1,0.0000014903731985878402,1,0.855,29,119,119,OO9
ROD2189SKF,VKC 2189 H,22600,114,52,22,0.0000595454304756382,27,0.25,73,85,49,CB1
ROD2191SKF,VKC 2191 H,22700,1021,308,97,0.0003439433160026679,36,0.09,60,60,35,AB1
ROD2433SKF,VKC 2433,22710,1,1,1,3.950931048716191E-7,1,0.0923,49,76,78,CD9
ROD2433SKF2,VKC 2433 H,22710,1125,385,119,0.0004805249521814844,36,0.093,49,76,78,AB1
ROD2190SKF,VKC 2190,22750,4,3,2,0.0000038501597202968685,3,0.281,64,95,97,CD9
ROD2144SKF,VKC 2144,22900,21,20,12,0.00001281533307622279,16,0.14,49,76,78,CC1
ROD307438SKF,307438 A,23100,14,12,12,0.00005390918583094371,10,0.773,32,144,146,BC1
ROD30302SKF,30302 J2,23300,9,4,4,0.000004509343203094987,4,0.0938,23,55,57,CD2
ROD30303SKF,30303 J2,23500,81,32,17,0.00004854571874766011,18,0.1298,23,55,57,CC1
ROD30304SKF,30304,23600,651,101,44,0.0002267302766333846,35,0.1704,22,65,67,BB1
ROD30305SKF,30305,23700,275,105,62,0.00012122547567706916,34,0.2568,22,65,67,BB1
ROD30306SKF,30306 J2/Q,23800,345,157,93,0.00015608818546208216,35,0.3895,28,76,78,BB1
ROD30307SKF,30307,23900,526,158,80,0.00025617670125952885,34,0.527,30,84,86,AB1
ROD30308SKF,30308,24000,363,176,94,0.0002214988547390643,36,0.751,32,94,96,BB1
ROD30309SKF,30309 J2/Q,24200,348,191,87,0.0002984464511707014,36,1.001,34,104,106,AB1
ROD588SKF,BT1-0588,24200,36,24,12,0.00004040582782275451,11,1.0398,34,104,106,CD1
ROD30310SKF,30310 J2/Q,24300,187,98,56,0.0002262608212378864,32,1.281,34,114,116,BB1
ROD30311SKF,30311,24400,171,66,42,0.0002782192131455677,30,1.6,39,124,126,AB1
ROD30311PEE,PER.30311,24400,3,1,1,0.0000011943139854386586,1,1.665,143,143,38,OO9
ROD30312SKF,30312 J2/Q,24500,136,70,44,0.00025597376865333266,31,1.993,39,134,136,AB1
ROD30313SKF,30313,24600,49,29,11,0.00015342400003107894,16,2.4,40,144,146,BC1
ROD30314SKF,30314,24700,22,13,8,0.0000781373930816638,10,2.988,45,154,156,CD1
ROD30315SKF,30315 J2,24800,27,26,9,0.0001114607339532368,15,3.528,47,164,166,BC1
ROD30316SKF,30316 J2,24900,9,5,4,0.00005055419556925903,5,4.2,53,177,181,CD2
ROD30317SKF,30317 J2,25000,4,10,5,0.000019556934947475455,6,4.8714,52,184,184,CD2
ROD30318SKF,30318 J2,25010,4,3,2,0.00003606293105522109,2,5.761,218,218,56,CD9
ROD30319SKF,30319,25020,22,7,4,0.0002964755029817552,7,6.594,220,225,57,AD2
ROD30320SKF,30320 J2,25040,62,17,3,0.0006503639066373921,11,8.111,240,245,58,AC1
ROD30322SKF,30322 J2,25062,3,1,1,0.000030606337364984464,1,10.88,268,268,69,OO9
ROD31305SKF,31305,25100,67,28,17,0.00003686736424587877,18,0.2744,22,65,67,CC1
ROD31306SKF,31306,25200,52,15,12,0.00006059796962661106,12,0.3917,28,76,78,CC1
ROD31307SKF2,31307 J2/Q,25300,60,30,16,0.00008121578342120444,21,0.539,30,84,86,CC1
ROD31308SKF2,31308 J2/QCL7C,25400,73,28,23,0.00008420521700186454,19,0.737,32,94,96,BC1
ROD31309SKF,31309 J2/QCL7C,25500,56,33,22,0.00009474381303048935,23,0.974,34,104,106,BC1
ROD31310SKF,31310 J2/QCL7C,25600,13,15,10,0.00003133675575235487,10,1.249,34,114,116,CD1
ROD31311SKF,31311 J2/Q,25700,27,15,10,0.000057781237253621325,12,1.55,39,124,126,BC1
ROD31312SKF2,31312,25800,33,19,14,0.0000837107425179311,13,1.97,39,134,136,BC1
ROD31313SKF,31313 J2/QCL7C,25900,32,30,13,0.00011073274797724208,20,2.3682,45,144,146,BC1
ROD31314SKF,31314 J2/QCL7A,26000,28,20,9,0.00012182767123620946,13,2.927,45,154,156,BC1
ROD31315SKF,31315 J2,26010,1,1,1,0.00000829591274028587,1,3.459,47,164,166,CD9
ROD31316SKF,31316 J1/QCL7A,26100,6,5,4,0.00005329170082887082,4,4.016,51,178,175,CD2
ROD32303SKF,32303 J2,26200,4,2,2,0.000003143717959343481,2,0.1785,29,65,67,CD9
ROD32304SKF,32304,26300,32,21,16,0.000027914700434170426,16,0.2375,29,65,67,CC1
ROD32305SKF,32305 J2,26400,46,19,10,0.000022099847297036152,15,0.3685,29,65,67,CC1
ROD32306SKF,32306,26500,99,52,42,0.00006886608337974678,26,0.571,34,76,78,BC1
ROD32307SKF,32307 J2/Q,26600,194,72,50,0.00014783466617720033,33,0.767,39,84,86,BB1
ROD32308SKF,32308,26700,155,70,39,0.00016046548347621391,32,1.064,40,104,106,BB1
ROD32309SKF,32309 J2/Q,26800,147,82,57,0.0001943854601094972,29,1.414,44,104,106,BB1
ROD592SKF2,BT1-0592,26800,19,13,11,0.00002748312115866423,12,1.43,44,104,106,CC1
ROD32310SKF,32310 BJ2/QCL7C,26990,4,2,1,0.000010044816519370179,1,1.988,49,114,116,CD9
ROD32310SKF2,32310,27000,202,118,62,0.00029696094279486494,33,1.855,49,114,116,AB1
ROD32311SKF2,32311 J2,27100,191,103,51,0.0004223798956835355,31,2.348,50,124,126,AB1
ROD32312SKF,32312 BJ2/QCL7C,27200,0,2,1,8.850502533931525E-7,2,3.119,53,134,136,CD9
ROD32312SKF2,32312 J2/Q,27200,193,95,57,0.00042673113214721365,33,2.954,53,134,136,AB1
ROD32313SKF,32313,27300,56,28,18,0.00015761678226800148,16,3.521,55,144,146,BC1
ROD32314SKF2,32314,27400,48,30,15,0.00018820331285464146,17,4.261,60,154,158,BC1
ROD32315SKF,32315,27500,47,30,16,0.00020426070280725136,21,5.288,62,164,166,BC1
ROD32316SKF2,32316 J2,27600,19,10,6,0.0001096565796871916,7,6.347,198,198,72,CD2
ROD32317SKF2,32317 J2,27700,27,24,10,0.00017953558866122226,12,7.024,208,208,76,CD1
ROD32318SKF,32318 J2,27710,13,7,4,0.00011211227271456865,7,8.591,218,218,76,OO9
ROD32319SKF,32319 J2,27720,2,1,1,0.00004416216596141959,1,9.72,228,228,77,OO9
ROD32320SKF,32320 J2,27800,0,2,1,0.000005083392287745747,1,12.696,240,245,84,BD9
ROD32322SKF,32322,27820,2,1,1,0.00004562960499560855,1,16.668,260,265,91,OO9
ROD32915SKF,32915 TN9/QVG900,27850,1,1,1,0.000004956559408873152,1,0.507,26,114,116,OO9
ROD32004SKF,32004 X/Q,27900,87,25,19,0.000029723372035627572,19,0.1008,23,55,57,CC1
ROD32005SKF,32005 X/Q,28000,4,1,1,8.030432413001862E-7,1,0.1132,21,54,54,CD9
ROD32005SKF2,32005 X/QVB015,28000,507,244,95,0.00015687072695035924,35,0.1176,21,54,54,BB1
ROD32005PEE,PER.32005X,28000,94,64,16,0.000014199375148961276,24,0.118,64,64,19,CB1
ROD32006SKF,32006 X,28100,557,129,65,0.0002024867799397321,36,0.1744,22,65,67,BB1
ROD32006PEE,PER.32006X,28100,171,19,8,0.00002681976782779359,14,0.17,64,64,19,CC1
ROD32007SKF,32007 J2/Q,28200,220,107,61,0.0001022196556498456,33,0.234,20,64,64,BB1
ROD32007SKF2,32007 X/Q,28200,263,114,67,0.00012381564630478515,33,0.2295,29,65,67,BB1
ROD32007SKF3,32007 X/QVB003,28200,142,81,34,0.00007399638645830842,34,0.2274,22,65,67,BB1
ROD32007PEE,PER.32007X,28200,41,25,11,0.000005890257889779081,15,0.239,79,79,22,CC1
ROD32008SKF,32008 X,28300,646,272,121,0.0002857426615304188,36,0.283,23,76,78,AB1
ROD32008PEE,PER.32008X,28300,40,20,13,0.0000056800280494560114,15,0.284,79,79,22,CC1
ROD32009SKF2,32009 X/QVK210,28400,378,177,96,0.00025971794473511964,36,0.343,45,82,82,AB1
ROD32009PEE,PER.32009X,28400,43,20,10,0.00001119986443545924,14,0.353,90,90,22,CC1
ROD32010SKF,32010 X,28500,480,207,98,0.00029387073788578535,36,0.391,30,84,86,AB1
ROD32010PEE,PER.32010X-G,28500,29,11,10,0.000008118346709864236,10,0.366,90,90,22,CC1
ROD32011SKF,32011 X,28600,265,121,71,0.0002022563958337251,35,0.578,32,94,96,AB1
ROD32012SKF,32012 X/QCL7C,28700,54,32,26,0.00007500722712855603,20,0.604,29,104,106,BC1
ROD32013SKF,32013 X,28800,101,59,43,0.00015474827428144458,24,0.653,29,104,106,BB1
ROD32014SKF,32014 X/Q,28900,136,80,44,0.00018830338920838212,32,0.882,31,114,116,BB1
ROD32015SKF,32015 X,29000,54,33,24,0.00010245768447731884,18,0.94,33,124,126,BC1
ROD32016SKF,32016 X,29100,65,33,22,0.00013106944451427946,16,1.303,35,134,136,BC1
ROD32017SKF,32017 X,29200,8,9,7,0.000019732763541200206,7,1.381,35,134,136,CC1
ROD32018SKF2,32018 X,29300,272,97,51,0.000659433326195131,33,1.78,40,144,146,AB1
ROD32019SKF,32019 X/Q,29400,51,34,22,0.0001686078068124952,22,1.89,40,155,157,BC1
ROD32020SKF,32020 X,29500,125,69,34,0.0002956575177848619,28,1.954,40,155,157,AB1
ROD32021SKF,32021 X/Q,29600,4,4,3,0.000015185544218113128,3,2.495,41,168,165,CD2
ROD32032SKF,32032 X,29620,1,1,1,0.000009888099729311163,1,8.002,260,265,60,OO9
ROD32022SKF,32022 X,29700,21,19,15,0.00008513961045744921,12,3.134,44,178,175,CC1
ROD32024SKF,32024 X,29800,43,29,18,0.00021599986759342376,17,3.366,45,184,186,BC1
ROD32026SKF,32026 X,29900,15,13,9,0.00012814846593947664,11,5.093,228,228,56,BC1
ROD32028SKF,32028 X,29910,10,7,4,0.00006404886639396378,5,5.401,230,235,56,BD1
ROD32028SKF2,32028 X/DF,29910,2,1,1,0.00005687290534848991,1,11.069,230,235,96,OO9
ROD32044SKF,32044 X,29920,3,3,1,0.0001479253603727777,2,24.643,360,365,87,BD9
ROD33010SKF,33010/Q,29970,4,4,4,0.0000030220973905615404,4,0.4665,30,84,86,CD2
ROD33011SKF,33011/Q,29980,26,19,16,0.00005268151306092485,13,0.686,32,94,96,CC1
ROD33012SKF,33012/Q,29990,17,14,10,0.000052775334642556635,13,0.736,34,104,106,CC1
ROD33013SKF,33013,30000,45,31,14,0.0001220326887664419,19,0.775,34,104,106,BC1
ROD33014SKF,33014,30010,22,6,4,0.00004137566498695564,5,1.1046,39,114,116,BD1
ROD33015SKF,33015,30100,40,24,17,0.00008326734867288606,18,1.194,39,124,126,BC1
ROD33016SKF,33016/Q,30110,6,4,4,0.00002438944137619103,4,1.646,44,133,135,CD2
ROD33017SKF,33017,30200,16,18,16,0.00004052675341685769,13,1.739,42,134,136,CC1
ROD33018SKF,33018/Q,30300,24,4,4,0.00006343867862601783,3,2.247,45,144,146,CD9
ROD33019SKF,33019,30400,152,117,62,0.00034689070361526336,33,2.359,45,154,156,AB1
ROD33020SKF,33020,30410,76,48,31,0.0002353813214345138,26,2.443,45,154,156,BC1
ROD33021SKF,33021,30420,52,51,31,0.0002032870432823172,23,3.102,47,164,166,BC1
ROD33022SKF,33022,30430,86,57,36,0.00044358183569562145,27,3.896,51,178,175,AB1
ROD33024SKF,33024,30450,8,1,1,0.00003960347955613307,1,4.256,56,188,185,BD9
ROD33108SKF,33108/Q,30480,9,8,7,0.000011940012468332193,7,0.514,30,84,86,CD1
ROD33109SKF2,33109/Q,30490,122,35,24,0.00011221339153032737,23,0.564,35,84,86,BC1
ROD33110SKF,33110/Q,30500,8,7,5,0.000009885319830596148,7,0.605,32,94,96,CD2
ROD33111SKF,33111/Q,30510,32,25,20,0.000043218737835011105,19,0.882,40,104,106,CC1
ROD33112SKF,33112/Q,30520,20,19,10,0.000037384772894211095,10,0.944,40,104,106,CC1
ROD331474SKF,331474/Q,30520,13,10,8,0.00003732674250853514,7,0.925,40,104,106,CD2
ROD33113SKF2,33113,30530,82,49,31,0.00016103293030141652,28,1.3098,44,114,116,BB1
ROD33114SKF,33114,30540,40,35,28,0.00009657750372038172,22,1.721,44,124,126,BC1
ROD33115SKF,33115/Q,30550,75,44,27,0.00018561522715096175,26,1.821,44,133,135,BC1
ROD33116SKF,33116/Q,30560,54,44,31,0.0001388628905618262,24,1.916,44,133,135,BC1
ROD33117SKF,33117/Q,30570,36,19,11,0.00010283470824054283,13,2.483,45,144,146,BC1
ROD33118SKF,33118/Q,30580,2,2,1,0.000005083392287745749,2,3.162,55,154,156,OO9
ROD33122SKF,33122,30590,4,7,2,0.00001500137592824333,4,5.694,200,205,76,CD2
ROD33205SKF,33205/QVQ077,30600,212,129,76,0.00011458707754561147,35,0.2265,29,65,67,BB1
ROD33206SKF2,33206/Q,30610,48,20,13,0.000052654756535792835,15,0.366,34,76,78,CC1
ROD33207SKF,33207,30620,81,35,23,0.00010336532140777147,22,0.543,34,76,78,BC1
ROD33208SKF,33208,30700,831,354,165,0.0006366572685356678,36,0.739,39,84,86,AB1
ROD33209SKF2,33209,30900,120,72,42,0.00015234018701956216,31,0.813,37,94,96,BB1
ROD33210SKF,33210,30910,140,98,55,0.00014588526220329548,34,0.874,37,94,96,BB1
ROD33211SKF,33211,30920,88,42,25,0.00012715812702225225,20,1.192,44,104,106,BC1
ROD33212SKF2,33212/Q A,30930,43,26,13,0.00006344562837280537,16,1.54,40,110,110,CC1
ROD33213SKF2,33213,31000,195,108,61,0.00030981380450374036,35,2.029,50,124,126,AB1
ROD517SKF2,BT1-0517,31000,83,48,31,0.00013352305261762028,22,2.028,50,124,126,BC1
ROD33214SKF,33214,31010,90,45,32,0.0001709971297580513,25,2.141,49,134,136,AB1
ROD33215SKF,33215,31100,170,96,49,0.0003314716479050889,32,2.235,49,134,136,AB1
ROD33216SKF,33216,31150,36,13,5,0.0000838208960045136,9,2.956,55,144,146,BD1
ROD33217SKF,33217,31200,68,24,10,0.00030350482437001194,18,3.626,55,154,156,AC1
ROD70SKF19,T2ED 070/QCLNVB061,31270,32,28,20,0.00011242813870606232,17,2.436,49,134,136,BC1
ROD353115SKF,353115,33600,11,6,4,0.00002995514609099202,6,0.3775,28,76,78,CD1
ROD51100SKF,51100,34400,2,2,2,7.648196339687192E-7,2,0.0222,17,45,47,CD2
ROD51101SKF,51101,34500,2,2,2,7.502251657148862E-7,2,0.0242,17,45,47,CD2
ROD51102SKF,51102,34600,113,16,9,0.00003209879548760857,11,0.0248,17,45,47,CC1
ROD51103SKF,51103,34700,34,10,8,0.000014054472928441078,6,0.0281,17,45,47,CD1
ROD51104SKF,51104,34800,125,49,31,0.000049986401256717054,25,0.0404,17,45,47,CB1
ROD51105SKF,51105,34900,78,35,25,0.000029109361906948463,21,0.0605,17,45,47,CC1
ROD51106SKF,51106,35000,257,65,39,0.00008375417843535319,29,0.069,19,50,52,BB1
ROD51107SKF,51107,35100,58,38,25,0.000027993927547548376,19,0.0899,19,55,57,CC1
ROD51108SKF,51108,35200,190,48,26,0.00008585334945252951,26,0.1236,22,65,67,BC1
ROD51109SKF,51109,35300,36,21,17,0.00002186633580497482,18,0.1536,23,76,78,CC1
ROD51110SKF,51110,35400,170,57,39,0.00009564936503690578,28,0.167,23,76,78,BB1
ROD51111SKF,51111,35500,96,42,18,0.00007311203117959404,22,0.232,25,84,86,BC1
ROD51112SKF,51112,35600,103,31,21,0.00008237256877399037,22,0.3086,23,89,91,BC1
ROD51113SKF,51113,35700,2,2,2,0.0000015240794705074066,2,0.34,27,94,96,CD2
ROD51114SKF,51114,35800,46,15,8,0.00006392516090114559,9,0.3575,25,104,106,BC1
ROD51115SKF,51115,35900,16,14,10,0.0000205854974720313,12,0.4142,25,104,106,CD1
ROD51116SKF,51116,36000,11,9,5,0.000015210215819208894,9,0.43,26,114,116,CD1
ROD51117SKF,51117,36100,30,20,14,0.00004418336268912159,11,0.442,26,114,116,CC1
ROD51118SKF,51118,36200,52,29,17,0.00006398666616021531,20,0.675,28,124,126,CC1
ROD51120SKF,51120,36400,15,9,3,0.000046805502152060225,6,0.9977,32,144,146,CD2
ROD51122SKF,51122,36500,3,3,3,0.00001625233035000044,3,1.0706,32,154,156,CD2
ROD51124SKF,51124,36520,2,2,2,0.000013382432414086012,2,1.1544,34,164,166,CD9
ROD51128SKF,51128,36600,24,2,2,0.00012610663033329754,2,1.925,39,188,185,BD2
ROD51144SKF2,51144 M,36720,4,1,1,0.00008816970005681642,1,4.7,53,280,285,BD9
ROD51201SKF,51201,36900,16,3,2,0.000004461042462921588,2,0.0352,17,45,47,CD2
ROD51202SKF,51202,37000,12,6,3,0.000005467018310417927,4,0.0462,17,45,47,CD2
ROD51203SKF,51203,37100,12,9,6,0.000005934388781879957,8,0.0536,17,45,47,CD1
ROD51204SKF,51204,37200,147,20,12,0.00004050937904988883,14,0.084,19,50,52,CC1
ROD51205SKF,51205,37300,294,30,22,0.00014358559099129868,20,0.1165,19,50,52,BC1
ROD51206SKF,51206,37400,31,22,17,0.000019298056879639617,16,0.136,19,55,57,CC1
ROD51207SKF,51207,37500,52,17,12,0.000019876970787041653,12,0.2124,22,65,67,CC1
ROD51208SKF,51208,37600,73,34,20,0.00005323262798117674,20,0.2796,23,76,78,CC1
ROD51209SKF,51209,37700,46,24,15,0.000034845682905383544,18,0.2945,28,76,78,CC1
ROD51210SKF,51210,37800,95,55,30,0.00007904815739817086,27,0.3713,25,84,86,BC1
ROD51211SKF,51211,37900,31,20,11,0.00005356274095358486,10,0.6,32,94,96,CD2
ROD51212SKF,51212,38000,71,35,13,0.00009851161825135393,18,0.66,34,104,106,BC1
ROD51213SKF,51213,38100,28,15,10,0.00002534155668608394,11,0.74,34,104,106,CD1
ROD51214SKF,51214,38200,47,19,10,0.000055782142590185585,12,0.79,31,114,116,CC1
ROD51215SKF,51215,38300,10,5,5,0.000015896850801817793,4,0.831,31,114,116,CD2
ROD51216SKF,51216,38400,8,7,5,0.000012022366967764537,5,0.91,33,124,126,CD1
ROD51217SKF,51217,38500,10,4,3,0.0000228431227159635,4,1.236,35,134,136,CD2
ROD51218SKF,51218,38510,2,4,3,0.00000418861238885004,3,1.6824,40,144,146,CD2
ROD51220SKF,51220,38600,7,5,3,0.000027158567983686136,5,2.206,53,157,161,CD2
ROD217SKF10,U 217,38660,6,2,2,0.00001048091313028828,2,0.328,29,134,136,CD9
ROD51305SKF,51305,38800,19,8,5,0.000009763004287135454,7,0.171,26,55,57,CD1
ROD51306SKF,51306,38900,15,8,6,0.000009376945853087637,7,0.2577,29,65,67,CD2
ROD51307SKF,51307,39000,3,2,2,0.0000034269201409357147,2,0.3702,28,76,78,CD2
ROD51308SKF,51308,39100,19,11,6,0.00002936893494946306,7,0.542,35,84,86,CD1
ROD51309SKF,51309,39200,13,6,4,0.00001815760343180438,5,0.663,32,94,96,CD2
ROD51310SKF,51310,39300,24,9,5,0.00003772496299946115,8,0.946,34,104,106,CD1
ROD51311SKF,51311,39400,47,19,6,0.00011605521155447919,11,1.288,39,114,116,BC1
ROD51312SKF,51312,39500,14,9,3,0.0000397661036309615,7,1.344,39,114,116,CD1
ROD51313SKF,51313,39600,8,6,5,0.000023822342038327813,6,1.4644,39,124,126,CD2
ROD51314SKF,51314,39700,22,12,7,0.00005398980289367916,8,1.9854,44,133,135,CD1
ROD51315SKF,51315,39800,10,10,4,0.000041470529030605545,8,2.5904,50,144,146,CD1
ROD51316SKF,51316,39900,5,4,3,0.000017065798211481934,4,2.7,50,144,146,CD2
ROD51318SKF,51318,40100,5,3,2,0.0000427253058130958,3,3.7489,57,164,166,BD2
ROD51406SKF,51406,40310,21,11,3,0.0000316682586741205,6,0.5191,34,76,78,CD2
ROD51407SKF,51407,40400,2,1,1,0.00000339529879305241,1,0.763,39,84,86,CD9
ROD51410SKF,51410,40560,7,7,1,0.00004610879003660939,6,2.034,49,114,116,CD9
ROD51413SKF,51413 TN9,40610,4,4,3,0.000037608207253430485,4,3.9988,154,154,62,CD2
ROD52202SKF,52202,40710,60,3,1,0.00005593607948152959,3,0.086,26,55,57,OO9
ROD52210SKF,52210,40900,8,8,6,0.000018652077915737817,8,0.7,92,92,48,CD1
ROD52211SKF,52211,41000,3,2,1,0.0000054548562535397324,2,1.086,102,102,53,CD9
ROD52212SKF,52212,41100,1,1,1,0.0000016804487732270449,1,1.195,112,112,51,CD9
ROD52213SKF,52213,41200,1,1,1,0.000006319057266570267,1,1.315,112,112,52,OO9
ROD52216SKF,52216,41400,8,6,2,0.0000391743326920025,4,1.6776,134,134,56,CD2
ROD52217SKF,52217,41420,1,1,1,0.000004173322945917454,1,2.3,59,134,136,CD9
ROD52306SKF,52306,41600,1,1,1,0.0000015094850022535736,1,0.468,49,65,67,CD9
ROD52307SKF,52307,41610,3,2,2,0.000009880802495184249,2,0.7,49,76,78,CD9
ROD52308SKF,52308,41620,3,3,3,0.000008776835217983601,3,1.0348,92,92,54,CD9
ROD54207SKF,54207,42160,7,3,3,0.000017110624078261566,3,0.4273,49,65,67,CD2
ROD7000SKF,7000 CD/P4A,42600,4,1,1,0.000010493422674505853,1,0.0249,17,45,47,OO9
ROD7003SKF,7003 CD/P4A,42630,8,1,1,0.00004890015583382463,1,0.042,17,45,47,OO9
ROD7006SKF2,7006 CDGA/P4A,42660,6,5,2,0.00003390155980429631,4,0.12,22,65,67,CD2
ROD7007SKF3,7007 CD/P4ADGA,42670,35,9,1,0.0004352192053861752,7,0.322,44,65,67,AD2
ROD7008SKF,7008 ACD/P4A,42700,1,1,1,0.000004467644722369751,1,0.202,23,75,77,OO9
ROD7011SKF,7011 CD/P4A,42710,1,1,1,0.000006071646280933861,1,0.389,27,93,95,CD9
ROD7011SKF3,7011 CD/P4ADGA,42710,47,40,15,0.0006461099666287391,22,0.777,54,93,95,AC1
ROD7014SKF5,7014 CD/P4ADGA,42720,6,3,1,0.0000618318971687387,3,1.235,54,114,122,BD9
ROD7012SKF2,7012 ACDGA/P4A,42730,1,1,1,0.000005465628361060419,1,0.418,25,103,105,OO9
ROD7012SKF3,7012 CD/P4A,42730,24,10,1,0.0002771089910962583,9,0.418,25,103,105,BD1
ROD7012SKF4,7012 CD/P4ADGA,42730,11,9,2,0.00016442127934768142,9,0.837,50,103,105,BD1
ROD7013SKF2,7013 ACDGA/P4A,42760,2,1,1,0.000012010552398225718,1,0.439,25,103,105,CD9
ROD7204SKF6,7204 CD/P4ADBB,42810,5,2,1,0.000056327002738328686,2,0.215,44,65,67,OO9
ROD7204SKF7,7204 CD/P4ADGA,42810,8,3,1,0.00008047772031236773,3,0.215,44,65,67,BD9
ROD7206SKF2,7206 ACD/P4ATGB,42830,1,1,1,0.000013332394237215727,1,0.615,66,65,67,CD9
ROD7206SKF10,7206 CD/P4ADGA,42830,10,9,1,0.00010397342425168118,9,0.41,44,65,67,BC1
ROD7204SKF4,7204 BEP,43200,136,43,26,0.0000840293884081398,20,0.105,19,50,52,BB1
ROD7207SKF7,7207 CD/P4A,43500,6,1,1,0.000024719554348599154,1,0.294,23,75,77,CD9
ROD7208SKF2,7208 ACD/P4ADBC,43600,2,1,1,0.000024441911964436952,1,0.766,50,83,85,OO9
ROD7208SKF10,7208 CD/P4ADGA,43600,0,2,1,-5.7335410997203824E-8,1,0.766,50,83,85,OO9
ROD7210SKF2,7210 ACDGA/P4A,43800,4,1,1,0.000023686127001292034,1,0.475,27,93,95,CD9
ROD7210SKF7,7210 CD/P4ADGA,43800,35,35,11,0.0005193177437748509,23,0.949,54,93,95,AC1
ROD7211SKF5,7211 CD/P4ADGA,43900,3,5,2,0.00005853250488135433,4,1.244,54,114,122,CD9
ROD6205SKF6,6205 MA/C3,47600,22,6,1,0.000042565461636982394,6,0.1474,22,65,67,CD9
ROD6205SKF21,6205-2RSLTN9/HC5C3WT,47600,4,3,2,0.000007841051813041411,2,0.122,22,65,67,CD2
ROD6210SKF3,6210 MA/C3,47910,28,16,5,0.00014612259605609,12,0.552,25,104,106,BD1
ROD6215SKF18,6215/C3VL0241,48004,1,1,1,0.00001385119283490555,1,1.2145,40,144,146,CD9
ROD21313SKF4,21313 EK/C3,51600,12,4,2,0.000037661720303694536,3,2.5361,40,144,146,CD2
ROD21314SKF,21314 E,51700,47,34,15,0.00023241551699293132,20,3.1918,45,154,156,BC1
ROD21314SKF2,21314 E/C3,51700,6,5,3,0.000020957656412504043,3,3.1918,45,154,156,CD9
ROD21316SKF,21316 E,52000,13,9,5,0.00009540021661457249,8,4.6007,46,177,181,BD2
ROD21316SKF2,21316 E/C3,52000,16,9,6,0.00009911242386113671,7,4.6007,46,177,181,BD1
ROD22212SKF,22212 E,53700,285,117,56,0.0007605347675868615,32,1.1755,33,124,126,AB1
ROD22216SKF4,22216 EK,54500,589,231,70,0.0021714337892984555,36,2.0969,40,144,146,AB1
ROD22316SKF6,22316 E,58200,143,64,22,0.0010334356870032651,28,6.3497,65,177,181,AC1
ROD22318SKF5,22318 E,58600,54,42,18,0.00041812109085213113,17,8.8151,73,200,205,AC1
AUT4515SKF,VKUA 4515 A,59900,1,1,1,6.953221660933245E-7,1,0.39,110,110,50,CD9
AUT4532SKF,VKUA 4532 A,60200,1,1,1,0.000003910275030009085,1,2.748,62,154,156,OO9
ROD6209SKF,6209,62710,204,48,20,0.00004611052747330629,27,0.42,23,89,91,CC1
AUT4511SKF,VKUA 4511 A,62710,2,2,2,0.0000011783295678273176,2,0.41,,,,OO9
ROD6319SKF,6319,64570,29,17,8,0.00011349527232528904,11,5.7706,58,220,225,BD1
AUT4528SKF,VKUA 4528 A,65000,3,2,2,0.000009845011299228419,2,3.4,,,,OO9
AUT4544SKF,VKUA 4544 A,66900,3,2,2,0.000007797268408279913,2,1.99,,,,CD9
AUT4569SKF,VKUA 4569 A,67000,1,1,1,8.902625634838067E-7,1,1.2166,45,115,120,CD9
AUT4574SKF,VKUA 4574 A,70500,1,1,1,0.000001427825477499985,1,2.32,62,154,156,CD9
AUT4538SKF,VKUA 4538 A,70580,1,1,1,0.000003366457343884121,1,,,,,OO9
ROD6317SKF,6317,73800,137,34,12,0.0003051498294346226,20,4.23,51,197,201,AC1
AUT4541SKF,VKUA 4541 A,74500,2,2,2,0.000006097012856708381,2,2.36,154,152,62,CD9
AUT4505SKF,VKUA 4505 A,75020,1,1,1,0.000005697749903764238,1,,,,,OO9
ROD308SKF,308,75700,1,1,1,6.828126218757533E-7,1,0.6895,27,94,96,CD9
